postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
446596,RU,Новое Ганькино,Самарская Область,65.0,ИСАКЛИНСКИЙ РАЙОН,,,,53.9333,51.8667,4.0
363110,RU,Михайловское,Северная Осетия-Алания Республика,68.0,ПРИГОРОДНЫЙ РАЙОН,,,,45.0067,38.5039,4.0
627704,RU,Тоболово,Тюменская Область,78.0,ИШИМСКИЙ РАЙОН,,,,56.2039,69.1322,4.0
446522,RU,Воротнее,Самарская Область,65.0,СЕРГИЕВСКИЙ РАЙОН,,,,53.3083,51.55,1.0
386245,RU,Троицкая,Ингушетия Республика,19.0,СУНЖЕНСКИЙ РАЙОН,,,,43.3056,44.9789,4.0
626123,RU,Прииртышский,Тюменская Область,78.0,ТОБОЛЬСКИЙ РАЙОН,,,,58.1667,68.3833,4.0
606119,RU,Абабково,Нижегородская Область,51.0,ПАВЛОВСКИЙ РАЙОН,,,,56.0272,43.1578,4.0
432022,RU,Ульяновск 22,Ульяновская Область,81.0,,,,,54.3333,48.4,1.0
399212,RU,Рогожино,Липецкая Область,43.0,ЗАДОНСКИЙ РАЙОН,,,,52.5622,39.0486,4.0
663168,RU,Подтесово,Красноярский Край,91.0,ЕНИСЕЙСКИЙ РАЙОН,,,,58.601,92.0944,4.0
623091,RU,Нижние Серги 1,Свердловская Область,71.0,НИЖНЕСЕРГИНСКИЙ РАЙОН,,,,56.6614,59.3033,1.0
658418,RU,Успенка,Алтайский Край,4.0,ЛОКТЕВСКИЙ РАЙОН,,,,50.9731,81.5322,4.0
618176,RU,Суганка,Пермский Край,90.0,ЕЛОВСКИЙ РАЙОН,,,,56.8167,55.2,4.0
446431,RU,Кинель 1,Самарская Область,65.0,,,,,53.2333,50.65,1.0
396653,RU,Россошь 3,Воронежская Область,86.0,,,,,50.2064,39.5286,1.0
346300,,,,,,,,,,,
624138,,,,,,,,,,,
106005,,,,,,,,,,,
181300,,,,,,,,,,,
603028,RU,Нижний Новгород 28,Нижегородская Область,51.0,,,,,56.3287,44.002,1.0
628183,RU,Нягань 3,Тюменская Область,78.0,,,,,62.1406,65.3936,1.0
655602,RU,Саяногорск 2,Хакасия Республика,31.0,,,,,53.3383,91.4995,1.0
309186,RU,Губкин 6,Белгородская Область,9.0,,,,,51.2817,37.5458,1.0
452635,RU,Юность,Башкортостан Республика,8.0,ШАРАНСКИЙ РАЙОН,,,,54.8572,54.1194,1.0
162669,,,,,,,,,,,
196191,RU,Санкт-Петербург 191,Санкт-Петербург,66.0,,,,,59.7513,30.4766,1.0
453401,RU,Давлеканово 1,Башкортостан Республика,8.0,,,,,54.2167,55.05,1.0
676470,RU,Углегорск,Амурская Область,5.0,,,,,51.7669,128.1147,4.0
222416,,,,,,,,,,,
443546,RU,Петра Дубрава,Самарская Область,65.0,ВОЛЖСКИЙ РАЙОН,,,,53.308,50.1059,1.0
399233,RU,Тростяное,Липецкая Область,43.0,ЗАДОНСКИЙ РАЙОН,,,,52.6293,39.016,1.0
452400,RU,Тавтиманово,Башкортостан Республика,8.0,ИГЛИНСКИЙ РАЙОН,,,,54.8881,56.6414,4.0
393927,RU,Устье,Тамбовская Область,72.0,МОРШАНСКИЙ РАЙОН,,,,54.4433,42.0033,4.0
456881,RU,Аргаяш 1,Челябинская Область,13.0,АРГАЯШСКИЙ РАЙОН,,,,55.4784,60.9503,1.0
143711,RU,Муриково,Московская Область,47.0,ШАХОВСКОЙ РАЙОН,,,,55.9936,35.3661,4.0
450531,RU,Алексеевка,Башкортостан Республика,8.0,УФИМСКИЙ РАЙОН,,,,53.83,52.55,4.0
623089,RU,Акбаш,Свердловская Область,71.0,НИЖНЕСЕРГИНСКИЙ РАЙОН,,,,56.38,59.02,4.0
609605,,,,,,,,,,,
460555,RU,Весенний,Оренбургская Область,55.0,ОРЕНБУРГСКИЙ РАЙОН,,,,53.5245,60.225,1.0
601442,RU,Вязники 2,Владимирская Область,83.0,,,,,56.25,42.1667,1.0
630034,RU,Новосибирск 34,Новосибирская Область,53.0,,,,,55.0411,82.9344,1.0
358013,RU,Элиста 13,Калмыкия Республика,24.0,,,,,46.3078,44.2558,1.0
627376,RU,Кармацкая,Тюменская Область,78.0,АРОМАШЕВСКИЙ РАЙОН,,,,56.9833,68.9,1.0
690068,RU,Владивосток 68,Приморский Край,59.0,,,,,43.1056,131.8735,1.0
646885,RU,Сосновка,Омская Область,54.0,АЗОВСКИЙ НЕМЕЦКИЙ НАЦИОНАЛЬНЫЙ РАЙОН,,,,54.9167,74.15,4.0
453186,RU,Карагуш,Башкортостан Республика,8.0,СТЕРЛИБАШЕВСКИЙ РАЙОН,,,,53.3,55.25,4.0
356546,RU,Малые Ягуры,Ставропольский Край,70.0,ТУРКМЕНСКИЙ РАЙОН,,,,45.4414,43.015,4.0
453840,RU,Сибай 10,Башкортостан Республика,8.0,,,,,52.6632,56.1563,1.0
450515,RU,Подымалово,Башкортостан Республика,8.0,УФИМСКИЙ РАЙОН,,,,54.8667,55.75,4.0
344069,RU,Ростов-На-Дону 69,Ростовская Область,61.0,,,,,47.2364,39.7139,1.0
346519,RU,Шахты 19,Ростовская Область,61.0,,,,,47.7949,40.4366,1.0
624474,RU,Калья,Свердловская Область,71.0,,,,,60.24,59.9914,4.0
662060,RU,Боготол,Красноярский Край,91.0,,,,,56.1717,89.5861,4.0
644045,RU,Омск 45,Омская Область,54.0,,,,,54.3408,73.2098,1.0
607490,RU,Пильна,Нижегородская Область,51.0,ПИЛЬНИНСКИЙ РАЙОН,,,,55.5483,45.9197,4.0
666214,RU,Харбатово,Иркутская Область,20.0,КАЧУГСКИЙ РАЙОН,,,,53.7494,106.0047,4.0
623050,RU,Бисерть,Свердловская Область,71.0,НИЖНЕСЕРГИНСКИЙ РАЙОН,,,,56.8619,59.0506,4.0
452496,RU,Насибаш,Башкортостан Республика,8.0,САЛАВАТСКИЙ РАЙОН,,,,55.1672,58.3369,4.0
692923,RU,Находка 23,Приморский Край,59.0,,,,,43.2843,133.2539,1.0
665355,RU,Кундулун,Иркутская Область,20.0,ЗИМИНСКИЙ РАЙОН,,,,54.3149,102.203,4.0
157170,RU,Солигалич,Костромская Область,37.0,СОЛИГАЛИЧСКИЙ РАЙОН,,,,59.0778,42.2864,4.0
931050,,,,,,,,,,,
117105,RU,Москва 105,Москва,48.0,,,,,55.752,37.615,1.0
430032,RU,Саранск 32,Мордовия Республика,46.0,,,,,54.1833,45.1833,1.0
453210,,,,,,,,,,,
423368,RU,Джалиль,Татарстан Республика,73.0,САРМАНОВСКИЙ РАЙОН,,,,55.0222,52.7358,4.0
630005,RU,Новосибирск 5,Новосибирская Область,53.0,,,,,55.0411,82.9344,1.0
446368,RU,Светлое Поле,Самарская Область,65.0,КРАСНОЯРСКИЙ РАЙОН,,,,53.4984,50.2625,4.0
446853,RU,Старое Эштебенькино,Самарская Область,65.0,ЧЕЛНО-ВЕРШИНСКИЙ РАЙОН,,,,54.6,51.1667,4.0
398542,RU,Ивово,Липецкая Область,43.0,ЛИПЕЦКИЙ РАЙОН,,,,52.6925,39.0864,4.0
453742,RU,Уральск,Башкортостан Республика,8.0,УЧАЛИНСКИЙ РАЙОН,,,,54.1208,59.1231,4.0
445012,RU,Тольятти 12,Самарская Область,65.0,,,,,53.5244,49.6038,1.0
617818,RU,Агарзя,Пермский Край,90.0,ЧЕРНУШИНСКИЙ РАЙОН,,,,56.4746,56.5114,4.0
664518,RU,Большая Речка,Иркутская Область,20.0,ИРКУТСКИЙ РАЙОН,,,,51.9522,104.7317,4.0
129010,,,,,,,,,,,
186352,RU,Медвежьегорск 2,Карелия Республика,28.0,МЕДВЕЖЬЕГОРСКИЙ РАЙОН,,,,62.9167,34.4667,1.0
452209,RU,Калмашбашево,Башкортостан Республика,8.0,ЧЕКМАГУШЕВСКИЙ РАЙОН,,,,55.0078,54.6189,4.0
427072,RU,Мишкино,Удмуртская Республика,80.0,ШАРКАНСКИЙ РАЙОН,,,,57.1894,53.9419,4.0
399372,RU,Усмань 2,Липецкая Область,43.0,УСМАНСКИЙ РАЙОН,,,,52.0469,39.7194,1.0
624162,RU,Верхний Тагил 2,Свердловская Область,71.0,,,,,57.3775,59.9597,1.0
241903,RU,Большое Полпино,Брянская Область,10.0,,,,,53.2596,34.5111,1.0
427374,RU,Дмитрошур,Удмуртская Республика,80.0,СЮМСИНСКИЙ РАЙОН,,,,57.0833,51.8,4.0
666014,RU,Большой Луг 1,Иркутская Область,20.0,ШЕЛЕХОВСКИЙ РАЙОН,,,,52.1266,103.9967,1.0
248035,,,,,,,,,,,
646720,,,,,,,,,,,
433751,RU,Барыш 1,Ульяновская Область,81.0,,,,,53.64,47.12,1.0
405405,,,,,,,,,,,
673732,RU,Могоча 2,Читинская Область,,МОГОЧИНСКИЙ РАЙОН,,,,53.7333,119.7667,1.0
303921,RU,Городище,Орловская Область,56.0,УРИЦКИЙ РАЙОН,,,,56.6,39.7167,4.0
403343,RU,Михайловка 3,Волгоградская Область,84.0,,,,,50.0667,43.25,1.0
626264,RU,Супра,Тюменская Область,78.0,ВАГАЙСКИЙ РАЙОН,,,,57.9961,69.5611,4.0
410507,RU,Жасминный,Саратовская Область,67.0,,,,,51.6624,46.6529,1.0
453499,RU,Чувашский Нагадак,Башкортостан Республика,8.0,АУРГАЗИНСКИЙ РАЙОН,,,,54.1333,56.3333,4.0
347469,RU,Верхнесеребряковка,Ростовская Область,61.0,ЗИМОВНИКОВСКИЙ РАЙОН,,,,47.3558,42.2425,4.0
171081,RU,Бологое 11,Тверская Область,77.0,,,,,57.9242,34.7131,1.0
428028,RU,Чебоксары 28,Чувашская Республика,16.0,,,,,56.175,47.2864,1.0
162629,,,,,,,,,,,
625505,RU,Туринский,Тюменская Область,78.0,ТЮМЕНСКИЙ РАЙОН,,,,57.059,65.9873,1.0
462138,RU,Каировка,Оренбургская Область,55.0,САРАКТАШСКИЙ РАЙОН,,,,51.7847,56.5325,4.0
309878,RU,Расховец,Белгородская Область,9.0,КРАСНЕНСКИЙ РАЙОН,,,,50.9064,38.4669,4.0
630079,RU,Новосибирск 79,Новосибирская Область,53.0,,,,,55.0411,82.9344,1.0
658933,RU,Волчиха 3,Алтайский Край,4.0,ВОЛЧИХИНСКИЙ РАЙОН,,,,52.0333,80.3833,1.0
665402,RU,Черемхово 2,Иркутская Область,20.0,,,,,53.1561,103.0675,1.0
303923,RU,Теляково,Орловская Область,56.0,УРИЦКИЙ РАЙОН,,,,54.3333,40.6818,1.0
124681,RU,Москва 681,Москва,48.0,,,,,55.7522,37.6156,1.0
636340,RU,Могочин,Томская Область,75.0,МОЛЧАНОВСКИЙ РАЙОН,,,,57.7103,83.5767,4.0
303453,RU,Каменец,Орловская Область,56.0,ТРОСНЯНСКИЙ РАЙОН,,,,53.316,33.0084,4.0
140209,RU,Воскресенск 9,Московская Область,47.0,,,,,55.3125,38.6636,1.0
403840,RU,Петров Вал,Волгоградская Область,84.0,КАМЫШИНСКИЙ РАЙОН,,,,50.15,45.2,4.0
248023,RU,Калуга 23,Калужская Область,25.0,,,,,54.2596,36.1436,1.0
303854,RU,Ливны 4,Орловская Область,56.0,,,,,52.4239,37.5997,1.0
356220,RU,Надежда,Ставропольский Край,70.0,ШПАКОВСКИЙ РАЙОН,,,,45.0503,42.1131,4.0
153048,RU,Иваново 48,Ивановская Область,21.0,,,,,55.81,36.1072,1.0
307465,RU,Сухиновка,Курская Область,41.0,ГЛУШКОВСКИЙ РАЙОН,,,,51.3208,34.5242,4.0
161581,RU,Шебенгский Погост,Вологодская Область,85.0,ТАРНОГСКИЙ РАЙОН,,,,60.4217,43.5972,4.0
650056,RU,Кемерово 56,Кемеровская Область,29.0,,,,,55.3333,86.0833,1.0
453187,RU,Халикеево,Башкортостан Республика,8.0,СТЕРЛИБАШЕВСКИЙ РАЙОН,,,,53.3667,55.25,4.0
427928,RU,Колесниково,Удмуртская Республика,80.0,КАРАКУЛИНСКИЙ РАЙОН,,,,55.9786,53.5581,4.0
192131,RU,Санкт-Петербург 131,Санкт-Петербург,66.0,,,,,59.9321,30.1968,1.0
119002,RU,Москва 2,Москва,48.0,,,,,55.752,37.615,1.0
617700,RU,Куеда,Пермский Край,90.0,КУЕДИНСКИЙ РАЙОН,,,,56.4333,55.5833,4.0
353235,RU,Афипский,Краснодарский Край,38.0,СЕВЕРСКИЙ РАЙОН,,,,44.9,38.84,4.0
659476,RU,Верх-Неня,Алтайский Край,4.0,ЕЛЬЦОВСКИЙ РАЙОН,,,,53.0744,86.4262,4.0
462734,RU,Домбаровский 4,Оренбургская Область,55.0,ДОМБАРОВСКИЙ РАЙОН,,,,51.228,60.1065,1.0
385452,RU,Свободный Труд,Адыгея Республика,1.0,ШОВГЕНОВСКИЙ РАЙОН,,,,45.0777,40.3651,1.0
141309,RU,Сергиев Посад 9,Московская Область,47.0,,,,,56.3,38.1333,1.0
423237,RU,Бугульма 7,Татарстан Республика,73.0,,,,,54.55,52.8,1.0
623742,RU,Глинское,Свердловская Область,71.0,РЕЖЕВСКИЙ РАЙОН,,,,57.48,61.4158,4.0
422219,RU,Бима,Татарстан Республика,73.0,АГРЫЗСКИЙ РАЙОН,,,,56.0029,53.3386,4.0
391550,RU,Шацк,Рязанская Область,62.0,ШАЦКИЙ РАЙОН,,,,54.0228,41.7083,4.0
628113,RU,Большие Леуши,Тюменская Область,78.0,ОКТЯБРЬСКИЙ РАЙОН,,,,61.8636,65.7858,1.0
461360,RU,Краснохолм,Оренбургская Область,55.0,ИЛЕКСКИЙ РАЙОН,,,,51.5958,54.1564,4.0
109180,,,,,,,,,,,
446296,RU,Украинка,Самарская Область,65.0,БОЛЬШЕЧЕРНИГОВСКИЙ РАЙОН,,,,52.1667,51.05,4.0
445007,RU,Тольятти 7,Самарская Область,65.0,,,,,53.5233,49.4125,1.0
357940,RU,Иргаклы,Ставропольский Край,70.0,СТЕПНОВСКИЙ РАЙОН,,,,44.3611,44.7556,4.0
302514,RU,Путимец,Орловская Область,56.0,ОРЛОВСКИЙ РАЙОН,,,,52.7603,36.0719,4.0
359231,RU,Артезиан,Калмыкия Республика,24.0,ЧЕРНОЗЕМЕЛЬСКИЙ РАЙОН,,,,44.94,46.66,4.0
648360,RU,Байкит,Красноярский Край,91.0,БАЙКИТСКИЙ РАЙОН,,,,61.67,96.37,4.0
659314,RU,Бийск 14,Алтайский Край,4.0,,,,,52.8882,85.4962,1.0
170001,RU,Тверь 1,Тверская Область,77.0,,,,,56.8619,35.8931,1.0
412031,RU,Ртищево 1,Саратовская Область,67.0,,,,,52.2597,43.7878,1.0
353520,,,,,,,,,,,
308002,RU,Белгород 2,Белгородская Область,9.0,,,,,50.61,36.58,1.0
681025,RU,Комсомольск-На-Амуре 25,Хабаровский Край,30.0,,,,,50.5271,137.5916,1.0
452130,RU,Аксеново,Башкортостан Республика,8.0,АЛЬШЕЕВСКИЙ РАЙОН,,,,53.91,54.6,4.0
666321,RU,Залари 1,Иркутская Область,20.0,ЗАЛАРИНСКИЙ РАЙОН,,,,53.5769,102.1176,1.0
625019,RU,Тюмень 19,Тюменская Область,78.0,,,,,56.8207,64.7718,1.0
452942,RU,Староянзигитово,Башкортостан Республика,8.0,КРАСНОКАМСКИЙ РАЙОН,,,,55.8078,54.1158,4.0
188468,RU,Котельский,Ленинградская Область,42.0,КИНГИСЕППСКИЙ РАЙОН,,,,59.5134,29.8717,1.0
142029,,,,,,,,,,,
662113,RU,Новая Еловка,Красноярский Край,91.0,БОЛЬШЕУЛУЙСКИЙ РАЙОН,,,,56.4553,91.1041,1.0
214512,RU,Талашкино,Смоленская Область,69.0,СМОЛЕНСКИЙ РАЙОН,,,,54.6561,32.1853,4.0
607431,,,,,,,,,,,
453503,RU,Белорецк 3,Башкортостан Республика,8.0,,,,,53.96,58.39,1.0
347317,RU,Крутой,Ростовская Область,61.0,ЦИМЛЯНСКИЙ РАЙОН,,,,48.5668,42.6067,1.0
390514,RU,Вышгород,Рязанская Область,62.0,РЯЗАНСКИЙ РАЙОН,,,,54.5242,40.0614,4.0
303360,RU,Малоархангельск-Вокзал,Орловская Область,56.0,МАЛОАРХАНГЕЛЬСКИЙ РАЙОН,,,,52.3319,36.6548,1.0
427085,RU,Кыква,Удмуртская Республика,80.0,ШАРКАНСКИЙ РАЙОН,,,,57.3667,53.8333,4.0
413853,RU,Балаково 13,Саратовская Область,67.0,,,,,52.2005,47.9793,1.0
165240,RU,Строевское,Архангельская Область,6.0,УСТЬЯНСКИЙ РАЙОН,,,,61.4047,43.7136,4.0
393088,RU,Чегловка,Тамбовская Область,72.0,ПЕТРОВСКИЙ РАЙОН,,,,52.6747,40.3925,4.0
623365,RU,Малая Тавра,Свердловская Область,71.0,АРТИНСКИЙ РАЙОН,,,,56.395,58.2569,1.0
655619,RU,Черемушки,Хакасия Республика,31.0,,,,,52.8356,91.3944,4.0
296251,,,,,,,,,,,
397904,RU,Лиски 4,Воронежская Область,86.0,,,,,50.9792,39.4942,1.0
303343,RU,Новополево,Орловская Область,56.0,ГЛАЗУНОВСКИЙ РАЙОН,,,,52.5322,36.3344,4.0
123424,,,,,,,,,,,
162540,,,,,,,,,,,
652484,RU,Анжеро-Судженск 14,Кемеровская Область,29.0,,,,,55.022,86.5843,1.0
665230,RU,Котик,Иркутская Область,20.0,ТУЛУНСКИЙ РАЙОН,,,,54.6469,100.4606,4.0
354206,RU,Сочи 206,Краснодарский Край,38.0,,,,,43.6878,40.7015,1.0
123922,,,,,,,,,,,
399236,RU,Казино,Липецкая Область,43.0,ЗАДОНСКИЙ РАЙОН,,,,52.5892,39.14,4.0
607610,RU,Каменки,Нижегородская Область,51.0,БОГОРОДСКИЙ РАЙОН,,,,56.0667,43.8667,4.0
641363,RU,Рычково,Курганская Область,40.0,БЕЛОЗЕРСКИЙ РАЙОН,,,,55.6442,65.5006,4.0
162001,RU,Грязовец 1,Вологодская Область,85.0,ГРЯЗОВЕЦКИЙ РАЙОН,,,,58.88,40.2525,1.0
368105,RU,Стальское,Дагестан Республика,17.0,КИЗИЛЮРТОВСКИЙ РАЙОН,,,,43.2009,46.9037,1.0
391012,RU,Малахово,Рязанская Область,62.0,КЛЕПИКОВСКИЙ РАЙОН,,,,54.9958,40.7589,4.0
111622,RU,Москва 622,Москва,48.0,,,,,55.752,37.615,1.0
303232,RU,Долбенкино,Орловская Область,56.0,ДМИТРОВСКИЙ РАЙОН,,,,52.3861,35.3528,4.0
356246,,,,,,,,,,,
623406,RU,Каменск-Уральский 6,Свердловская Область,71.0,,,,,56.4056,61.9278,1.0
427805,RU,Кечево,Удмуртская Республика,80.0,МАЛОПУРГИНСКИЙ РАЙОН,,,,56.5095,53.2065,4.0
663540,RU,Партизанское,Красноярский Край,91.0,ПАРТИЗАНСКИЙ РАЙОН,,,,55.5006,94.39,4.0
169906,RU,Воркута 6,Коми Республика,34.0,,,,,64.7597,62.8483,1.0
456591,RU,Зауральский,Челябинская Область,13.0,,,,,54.7856,61.2436,4.0
666031,RU,Шелехов 1,Иркутская Область,20.0,,,,,52.2139,104.0953,1.0
363751,RU,Моздок 1,Северная Осетия-Алания Республика,68.0,МОЗДОКСКИЙ РАЙОН,,,,43.7492,44.6881,1.0
665477,RU,Тайтурка,Иркутская Область,20.0,УСОЛЬСКИЙ РАЙОН,,,,56.1263,97.7543,4.0
404352,RU,Котельниково 2,Волгоградская Область,84.0,КОТЕЛЬНИКОВСКИЙ РАЙОН,,,,47.6397,43.1914,1.0
646860,RU,Одесское,Омская Область,54.0,ОДЕССКИЙ РАЙОН,,,,54.2167,72.9667,4.0
352605,RU,Кубанский,Краснодарский Край,38.0,БЕЛОРЕЧЕНСКИЙ РАЙОН,,,,45.9869,40.5664,4.0
614070,RU,Пермь 70,Пермский Край,90.0,,,,,58.0,56.25,1.0
161396,RU,Березовая Слободка,Вологодская Область,85.0,НЮКСЕНСКИЙ РАЙОН,,,,60.39,44.15,4.0
309854,RU,Алексеевка 4,Белгородская Область,9.0,,,,,50.63,38.7,1.0
600910,RU,Радужный,Владимирская Область,83.0,,,,,52.3908,55.34,1.0
141880,RU,Рогачево,Московская Область,47.0,ДМИТРОВСКИЙ РАЙОН,,,,56.4333,37.1667,4.0
400107,RU,Волгоград 107,Волгоградская Область,84.0,,,,,49.544,44.2679,1.0
692756,RU,Артем 6,Приморский Край,59.0,,,,,43.36,132.19,1.0
663606,RU,Канск 6,Красноярский Край,91.0,,,,,56.2017,95.7175,1.0
399005,RU,Полевые Локотцы,Липецкая Область,43.0,ИЗМАЛКОВСКИЙ РАЙОН,,,,52.85,37.8667,4.0
601909,RU,Ковров 9,Владимирская Область,83.0,,,,,56.3572,41.3192,1.0
623230,RU,Ачит,Свердловская Область,71.0,АЧИТСКИЙ РАЙОН,,,,56.79,57.89,4.0
303247,RU,Крупышино,Орловская Область,56.0,ДМИТРОВСКИЙ РАЙОН,,,,52.5717,35.4894,4.0
305512,RU,Камыши,Курская Область,41.0,КУРСКИЙ РАЙОН,,,,52.1972,36.7819,4.0
423826,RU,Набережные Челны 26,Татарстан Республика,73.0,,,,,55.7866,52.4385,1.0
396472,RU,Нижний Мамон,Воронежская Область,86.0,ВЕРХНЕМАМОНСКИЙ РАЙОН,,,,50.1894,40.5044,4.0
119071,RU,Москва 71,Москва,48.0,,,,,55.7522,37.6156,1.0
429955,RU,Новочебоксарск 5,Чувашская Республика,16.0,,,,,56.1106,47.4778,1.0
354354,RU,Сочи 354,Краснодарский Край,38.0,,,,,43.8546,40.237,1.0
452366,RU,Ургуш,Башкортостан Республика,8.0,КАРАИДЕЛЬСКИЙ РАЙОН,,,,55.7375,56.6594,4.0
423236,RU,Бугульма 6,Татарстан Республика,73.0,,,,,54.55,52.8,1.0
412410,RU,Приречное,Саратовская Область,67.0,АТКАРСКИЙ РАЙОН,,,,50.2189,40.4761,4.0
117477,,,,,,,,,,,
674677,RU,Краснокаменск 7,Читинская Область,,,,,,50.05,118.0167,1.0
161235,RU,Белый Ручей,Вологодская Область,85.0,БЕЛОЗЕРСКИЙ РАЙОН,,,,60.91,36.86,4.0
430009,RU,Саранск 9,Мордовия Республика,46.0,,,,,54.1833,45.1833,1.0
141137,RU,Булаково,Московская Область,47.0,ЩЕЛКОВСКИЙ РАЙОН,,,,56.1833,38.3667,4.0
152037,RU,Копнино,Ярославская Область,88.0,ПЕРЕСЛАВСКИЙ РАЙОН,,,,56.8833,38.4833,4.0
646944,RU,Любимовка,Омская Область,54.0,ОКОНЕШНИКОВСКИЙ РАЙОН,,,,54.6667,75.1,4.0
143302,RU,Наро-Фоминск 2,Московская Область,47.0,,,,,55.3853,36.7411,1.0
694390,RU,Онор,Сахалинская Область,64.0,СМИРНЫХОВСКИЙ РАЙОН,,,,49.7942,142.6635,1.0
624055,RU,Косулино,Свердловская Область,71.0,БЕЛОЯРСКИЙ РАЙОН,,,,56.7372,60.9669,4.0
197345,RU,Санкт-Петербург 345,Санкт-Петербург,66.0,,,,,60.1256,29.8764,1.0
423701,RU,Мензелинск 1,Татарстан Республика,73.0,МЕНЗЕЛИНСКИЙ РАЙОН,,,,55.7145,52.8847,1.0
602264,RU,Муром 14,Владимирская Область,83.0,,,,,55.6648,42.2622,1.0
188642,RU,Всеволожск 2,Ленинградская Область,42.0,,,,,60.0153,30.6756,1.0
457431,RU,Магнитный,Челябинская Область,13.0,АГАПОВСКИЙ РАЙОН,,,,53.2031,59.5272,4.0
623951,RU,Тавда 1,Свердловская Область,71.0,,,,,58.05,65.2617,1.0
461357,RU,Мухраново,Оренбургская Область,55.0,ИЛЕКСКИЙ РАЙОН,,,,51.6117,53.3978,4.0
188333,RU,Старосиверская,Ленинградская Область,42.0,ГАТЧИНСКИЙ РАЙОН,,,,59.345,30.0398,1.0
188966,RU,Лосево,Ленинградская Область,42.0,ВЫБОРГСКИЙ РАЙОН,,,,60.6783,30.0011,4.0
660018,RU,Красноярск 18,Красноярский Край,91.0,,,,,56.399,92.4783,1.0
665853,RU,Савватеевка,Иркутская Область,20.0,АНГАРСКИЙ РАЙОН,,,,52.3333,103.64,4.0
394016,RU,Воронеж 16,Воронежская Область,86.0,,,,,54.15,41.2333,1.0
641100,RU,Шумиха,Курганская Область,40.0,ШУМИХИНСКИЙ РАЙОН,,,,55.2261,63.2961,4.0
361043,RU,Прохладный 3,Кабардино-Балкарская Республика,22.0,,,,,43.7556,44.0381,1.0
646254,RU,Джартаргуль,Омская Область,54.0,ЧЕРЛАКСКИЙ РАЙОН,,,,54.3833,75.5667,4.0
445550,RU,Обшаровка,Самарская Область,65.0,ПРИВОЛЖСКИЙ РАЙОН,,,,53.125,48.8531,4.0
103274,RU,Москва 274,Москва,48.0,,,,,55.7522,37.6156,1.0
453647,RU,Ахмерово,Башкортостан Республика,8.0,БАЙМАКСКИЙ РАЙОН,,,,52.83,58.52,4.0
120040,,,,,,,,,,,
177534,,,,,,,,,,,
403010,RU,Ерзовка,Волгоградская Область,84.0,ГОРОДИЩЕНСКИЙ РАЙОН,,,,48.9378,44.6419,4.0
423113,RU,Ивашкино,Татарстан Республика,73.0,ЧЕРЕМШАНСКИЙ РАЙОН,,,,54.8833,51.3333,4.0
162115,RU,Чучково,Вологодская Область,85.0,СОКОЛЬСКИЙ РАЙОН,,,,59.6,41.2333,4.0
162393,RU,Великий Устюг 3,Вологодская Область,85.0,,,,,60.7644,46.3106,1.0
167031,RU,Сыктывкар 31,Коми Республика,34.0,,,,,61.6667,50.8122,1.0
607602,RU,Богородск 2,Нижегородская Область,51.0,,,,,56.1033,43.5158,1.0
413466,RU,Сафаровка,Саратовская Область,67.0,ДЕРГАЧЕВСКИЙ РАЙОН,,,,50.9158,48.8792,4.0
623287,RU,Ревда 7,Свердловская Область,71.0,,,,,56.7992,59.9169,1.0
457600,,,,,,,,,,,
671120,RU,Нижний Саянтуй,Бурятия Республика,11.0,ТАРБАГАТАЙСКИЙ РАЙОН,,,,51.7375,107.5131,4.0
462731,RU,Домбаровский 1,Оренбургская Область,55.0,ДОМБАРОВСКИЙ РАЙОН,,,,51.228,60.1065,1.0
165391,RU,Приводино,Архангельская Область,6.0,КОТЛАССКИЙ РАЙОН,,,,61.0781,46.5044,4.0
357850,RU,Курская,Ставропольский Край,70.0,КУРСКИЙ РАЙОН,,,,44.05,44.45,4.0
456880,RU,Аргаяш,Челябинская Область,13.0,АРГАЯШСКИЙ РАЙОН,,,,55.49,60.87,4.0
161448,RU,Никольское,Вологодская Область,85.0,НИКОЛЬСКИЙ РАЙОН,,,,59.3833,44.6,4.0
607033,RU,Досчатое,Нижегородская Область,51.0,ВЫКСУНСКИЙ РАЙОН,,,,55.3825,42.1072,4.0
457170,RU,Октябрьское,Челябинская Область,13.0,ОКТЯБРЬСКИЙ РАЙОН,,,,54.4033,62.7281,4.0
347314,RU,Дубравный,Ростовская Область,61.0,ЦИМЛЯНСКИЙ РАЙОН,,,,51.5483,44.5889,4.0
309850,RU,Алексеевка,Белгородская Область,9.0,,,,,50.63,38.7,4.0
353477,RU,Геленджик 17,Краснодарский Край,38.0,,,,,44.6514,37.9428,1.0
665385,RU,Зима 5,Иркутская Область,20.0,,,,,54.2047,101.7184,1.0
624761,RU,Верхняя Салда 1,Свердловская Область,71.0,,,,,58.0456,60.5533,1.0
628626,,,,,,,,,,,
399003,RU,Лебяжье,Липецкая Область,43.0,ИЗМАЛКОВСКИЙ РАЙОН,,,,52.4083,37.6092,1.0
353860,RU,Приморско-Ахтарск,Краснодарский Край,38.0,ПРИМОРСКО-АХТАРСКИЙ РАЙОН,,,,46.0433,38.1764,4.0
410078,RU,Саратов 78,Саратовская Область,67.0,,,,,51.9843,48.6775,1.0
