postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
628672,RU,Лангепас 2,Тюменская Область,78.0,,,,,61.2544,75.2124,1.0
391852,RU,Шелемишево,Рязанская Область,62.0,СКОПИНСКИЙ РАЙОН,,,,53.6981,39.8164,4.0
117419,,,,,,,,,,,
162840,RU,Устюжна,Вологодская Область,85.0,УСТЮЖЕНСКИЙ РАЙОН,,,,58.85,36.4333,4.0
453632,RU,Баймак 2,Башкортостан Республика,8.0,,,,,52.59,58.32,1.0
169601,RU,Печора 1,Коми Республика,34.0,,,,,65.145,57.2164,1.0
656063,RU,Барнаул 63,Алтайский Край,4.0,,,,,54.27,80.6233,1.0
452208,RU,Аблаево,Башкортостан Республика,8.0,ЧЕКМАГУШЕВСКИЙ РАЙОН,,,,54.96,54.85,4.0
446551,RU,Сургут,Самарская Область,65.0,СЕРГИЕВСКИЙ РАЙОН,,,,53.9333,51.2333,4.0
161250,RU,Липин Бор,Вологодская Область,85.0,ВАШКИНСКИЙ РАЙОН,,,,60.2667,37.95,4.0
117311,,,,,,,,,,,
461000,RU,Колтубановский,Оренбургская Область,55.0,БУЗУЛУКСКИЙ РАЙОН,,,,52.95,52.0333,4.0
160901,RU,Прилуки,Вологодская Область,85.0,,,,,57.3675,38.0464,4.0
623400,RU,Каменск-Уральский,Свердловская Область,71.0,,,,,56.4056,61.9278,4.0
446303,RU,Отрадный 3,Самарская Область,65.0,,,,,53.3667,51.35,1.0
641240,RU,Мостовское,Курганская Область,40.0,ВАРГАШИНСКИЙ РАЙОН,,,,55.7311,66.1419,4.0
364001,RU,Грозный 1,Чеченская Республика,12.0,,,,,43.3083,45.7003,1.0
454139,RU,Челябинск 139,Челябинская Область,13.0,,,,,55.2626,61.4483,1.0
169711,RU,Усинск 1,Коми Республика,34.0,,,,,65.9444,57.4519,1.0
184530,RU,Оленегорск,Мурманская Область,49.0,,,,,68.15,33.3,4.0
624131,RU,Новоуральск 1,Свердловская Область,71.0,,,,,57.25,60.0833,1.0
450063,RU,Уфа 63,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
109316,RU,Москва 316,Москва,48.0,,,,,55.7522,37.6156,1.0
119620,RU,Москва 620,Москва,48.0,,,,,55.7522,37.6156,1.0
123060,RU,Москва 60,Москва,48.0,,,,,55.7522,37.6156,4.0
119501,RU,Москва 501,Москва,48.0,,,,,55.7522,37.6156,1.0
162482,RU,Бабаево 2,Вологодская Область,85.0,БАБАЕВСКИЙ РАЙОН,,,,59.41,35.91,1.0
461900,RU,Сорочинск,Оренбургская Область,55.0,,,,,52.4333,53.1667,4.0
461263,RU,Переволоцкий 3,Оренбургская Область,55.0,ПЕРЕВОЛОЦКИЙ РАЙОН,,,,51.875,54.1989,1.0
620007,RU,Екатеринбург 7,Свердловская Область,71.0,,,,,56.8575,60.6125,1.0
305048,RU,Курск 48,Курская Область,41.0,,,,,51.883,36.2659,1.0
125466,RU,Москва 466,Москва,48.0,,,,,55.7522,37.6156,1.0
188673,,,,,,,,,,,
624021,RU,Сысерть 1,Свердловская Область,71.0,СЫСЕРТСКИЙ РАЙОН,,,,56.8236,60.2797,1.0
453148,RU,Максимовка,Башкортостан Республика,8.0,СТЕРЛИТАМАКСКИЙ РАЙОН,,,,53.2167,54.3667,4.0
461065,RU,Волжский,Оренбургская Область,55.0,КУРМАНАЕВСКИЙ РАЙОН,,,,52.5333,51.6167,4.0
625041,RU,Тюмень 41,Тюменская Область,78.0,,,,,57.1,65.76,1.0
140404,RU,Коломна 4,Московская Область,47.0,,,,,55.0794,38.7783,1.0
625007,RU,Тюмень 7,Тюменская Область,78.0,,,,,57.1522,65.5272,1.0
630129,RU,Новосибирск 129,Новосибирская Область,53.0,,,,,54.849,83.1072,1.0
452260,RU,Верхнеяркеево,Башкортостан Республика,8.0,ИЛИШЕВСКИЙ РАЙОН,,,,55.4489,54.3158,4.0
628606,RU,Нижневартовск 6,Тюменская Область,78.0,,,,,60.9333,76.5667,1.0
624930,RU,Карпинск,Свердловская Область,71.0,,,,,59.7575,60.0111,4.0
113447,,,,,,,,,,,
214013,RU,Смоленск 13,Смоленская Область,69.0,,,,,54.7817,32.04,1.0
606101,RU,Павлово 1,Нижегородская Область,51.0,,,,,55.9575,43.0747,1.0
117216,RU,Москва 216,Москва,48.0,,,,,55.752,37.615,1.0
162251,RU,Харовск 1,Вологодская Область,85.0,ХАРОВСКИЙ РАЙОН,,,,60.2148,38.3408,1.0
399082,RU,Большой Самовец,Липецкая Область,43.0,ГРЯЗИНСКИЙ РАЙОН,,,,52.2392,40.6972,1.0
399331,RU,Октябрьское,Липецкая Область,43.0,УСМАНСКИЙ РАЙОН,,,,52.3067,39.7256,4.0
162564,RU,Слизово,Вологодская Область,85.0,ШЕКСНИНСКИЙ РАЙОН,,,,59.2167,38.6333,4.0
446295,RU,Новый Камелик,Самарская Область,65.0,БОЛЬШЕЧЕРНИГОВСКИЙ РАЙОН,,,,52.0167,50.45,4.0
353266,RU,Черноморский 1,Краснодарский Край,38.0,СЕВЕРСКИЙ РАЙОН,,,,44.7363,40.0734,1.0
344113,RU,Ростов-На-Дону 113,Ростовская Область,61.0,,,,,47.2364,39.7139,1.0
119121,RU,Москва 121,Москва,48.0,,,,,55.7522,37.6156,1.0
606505,RU,Городец 5,Нижегородская Область,51.0,,,,,56.6514,43.475,1.0
618416,RU,Березники 16,Пермский Край,90.0,,,,,59.4207,55.9839,1.0
196657,RU,Колпино 7,Санкт-Петербург,66.0,,,,,59.7507,30.5886,1.0
390026,RU,Рязань 26,Рязанская Область,62.0,,,,,54.6197,39.74,1.0
452975,RU,Большебадраково,Башкортостан Республика,8.0,БУРАЕВСКИЙ РАЙОН,,,,55.7,55.2667,4.0
140304,RU,Егорьевск 4,Московская Область,47.0,,,,,55.3783,39.0411,1.0
390048,RU,Рязань 48,Рязанская Область,62.0,,,,,54.6197,39.74,1.0
302029,RU,Орел 29,Орловская Область,56.0,,,,,53.0747,36.2468,1.0
628312,RU,Нефтеюганск 12,Тюменская Область,78.0,,,,,60.8668,72.2917,1.0
777000,,,,,,,,,,,
162641,RU,Ирдоматка,Вологодская Область,85.0,ЧЕРЕПОВЕЦКИЙ РАЙОН,,,,59.1167,38.1167,4.0
393137,,,,,,,,,,,
115598,RU,Москва 598,Москва,48.0,,,,,55.752,37.615,1.0
306230,RU,Обоянь,Курская Область,41.0,ОБОЯНСКИЙ РАЙОН,,,,51.2108,36.2713,4.0
143900,RU,Балашиха,Московская Область,47.0,,,,,55.8,37.94,4.0
624851,RU,Кокшарова,Свердловская Область,71.0,КАМЫШЛОВСКИЙ РАЙОН,,,,56.8481,62.5828,4.0
450001,RU,Уфа 1,Башкортостан Республика,8.0,,,,,55.75,60.1167,1.0
453837,RU,Сибай 7,Башкортостан Республика,8.0,,,,,52.7181,58.6658,1.0
461005,RU,Алдаркино,Оренбургская Область,55.0,БУЗУЛУКСКИЙ РАЙОН,,,,52.81,51.85,4.0
683009,RU,Петропавловск-Камчатский 9,Камчатская Область,92.0,,,,,53.0167,158.65,1.0
461019,RU,Искра,Оренбургская Область,55.0,БУЗУЛУКСКИЙ РАЙОН,,,,52.1333,55.05,4.0
446800,RU,Кошки,Самарская Область,65.0,КОШКИНСКИЙ РАЙОН,,,,54.2,50.4667,4.0
424019,RU,Йошкар-Ола 19,Марий Эл Республика,45.0,,,,,56.6388,47.8908,1.0
452781,RU,Серафимовский 1,Башкортостан Республика,8.0,,,,,54.1507,53.3455,1.0
129345,RU,Москва 345,Москва,48.0,,,,,55.7522,37.6156,1.0
427161,RU,Зура,Удмуртская Республика,80.0,ИГРИНСКИЙ РАЙОН,,,,57.6031,53.4114,4.0
390044,RU,Рязань 44,Рязанская Область,62.0,,,,,54.6197,39.74,1.0
117437,RU,Москва 437,Москва,48.0,,,,,55.752,37.615,1.0
446397,RU,Малая Царевщина,Самарская Область,65.0,КРАСНОЯРСКИЙ РАЙОН,,,,53.148,50.1299,1.0
169842,RU,Инта 2,Коми Республика,34.0,,,,,66.0833,60.1333,1.0
364014,RU,Грозный 14,Чеченская Республика,12.0,,,,,43.3083,45.7003,1.0
628520,RU,Горноправдинск,Тюменская Область,78.0,ХАНТЫ-МАНСИЙСКИЙ РАЙОН,,,,60.05,69.9,4.0
143345,RU,Селятино,Московская Область,47.0,НАРО-ФОМИНСКИЙ РАЙОН,,,,55.5158,36.9725,4.0
614032,RU,Пермь 32,Пермский Край,90.0,,,,,58.0,56.25,1.0
433754,RU,Барыш 4,Ульяновская Область,81.0,,,,,53.64,47.12,1.0
629860,RU,Уренгой,Тюменская Область,78.0,ПУРОВСКИЙ РАЙОН,,,,65.9667,78.3667,4.0
142182,RU,Климовск 2,Московская Область,47.0,,,,,55.3647,37.525,1.0
111399,RU,Москва 399,Москва,48.0,,,,,55.752,37.615,1.0
169915,RU,Воркута 15,Коми Республика,34.0,,,,,64.7597,62.8483,1.0
117330,,,,,,,,,,,
452930,RU,Николо-Березовка,Башкортостан Республика,8.0,КРАСНОКАМСКИЙ РАЙОН,,,,56.1333,54.15,4.0
129075,RU,Москва 75,Москва,48.0,,,,,55.7522,37.6156,1.0
432072,RU,Ульяновск 72,Ульяновская Область,81.0,,,,,54.3333,48.4,1.0
620067,RU,Екатеринбург 67,Свердловская Область,71.0,,,,,56.8575,60.6125,1.0
625509,RU,Новотарманский,Тюменская Область,78.0,ТЮМЕНСКИЙ РАЙОН,,,,57.2806,65.2281,4.0
628260,RU,Югорск,Тюменская Область,78.0,,,,,61.3133,63.3319,4.0
113519,,,,,,,,,,,
117198,RU,Москва 198,Москва,48.0,,,,,55.752,37.615,1.0
623704,RU,Березовский 4,Свердловская Область,71.0,,,,,56.9,60.79,1.0
390019,RU,Рязань 19,Рязанская Область,62.0,,,,,54.6197,39.74,1.0
623271,RU,Дегтярск 1,Свердловская Область,71.0,,,,,56.6961,60.0981,1.0
443085,RU,Самара 85,Самарская Область,65.0,,,,,51.8833,38.5667,1.0
453501,RU,Белорецк 1,Башкортостан Республика,8.0,,,,,53.96,58.39,1.0
617731,RU,Гожан,Пермский Край,90.0,КУЕДИНСКИЙ РАЙОН,,,,56.5167,55.2,4.0
454135,RU,Челябинск 135,Челябинская Область,13.0,,,,,55.2626,61.4483,1.0
452689,RU,Нефтекамск 9,Башкортостан Республика,8.0,,,,,56.0833,54.2667,1.0
305008,RU,Курск 8,Курская Область,41.0,,,,,51.883,36.2659,1.0
606100,RU,Павлово,Нижегородская Область,51.0,,,,,55.9575,43.0747,4.0
457696,RU,Краснинский,Челябинская Область,13.0,ВЕРХНЕУРАЛЬСКИЙ РАЙОН,,,,53.9169,59.6653,4.0
624264,RU,Асбест 4,Свердловская Область,71.0,,,,,57.01,61.45,1.0
624016,RU,Патруши,Свердловская Область,71.0,СЫСЕРТСКИЙ РАЙОН,,,,56.6892,60.8011,4.0
150006,RU,Ярославль 6,Ярославская Область,88.0,,,,,58.5811,50.5389,1.0
115093,RU,Москва 93,Москва,48.0,,,,,55.752,37.615,1.0
241012,RU,Брянск 12,Брянская Область,10.0,,,,,48.1699,76.9133,1.0
426019,RU,Ижевск 19,Удмуртская Республика,80.0,,,,,56.85,53.2333,1.0
107078,RU,Москва 78,Москва,48.0,,,,,55.7522,37.6156,4.0
433327,RU,Баратаевка,Ульяновская Область,81.0,,,,,54.2928,48.2089,4.0
665777,RU,Прибойный,Иркутская Область,20.0,БРАТСКИЙ РАЙОН,,,,55.6328,103.2394,4.0
393840,RU,Сосновка,Тамбовская Область,72.0,СОСНОВСКИЙ РАЙОН,,,,53.2369,41.3706,4.0
143981,RU,Железнодорожный 1,Московская Область,47.0,,,,,55.7503,38.0042,1.0
665821,RU,Ангарск 21,Иркутская Область,20.0,,,,,52.4546,103.8195,1.0
162572,RU,Нифантово,Вологодская Область,85.0,ШЕКСНИНСКИЙ РАЙОН,,,,59.2167,38.4667,4.0
630090,RU,Новосибирск 90,Новосибирская Область,53.0,,,,,55.0411,82.9344,1.0
446208,RU,Новокуйбышевск 8,Самарская Область,65.0,,,,,53.1072,49.9253,1.0
624220,RU,Нижняя Тура,Свердловская Область,71.0,,,,,58.6211,59.8547,4.0
456685,RU,Октябрьский,Челябинская Область,13.0,КРАСНОАРМЕЙСКИЙ РАЙОН,,,,54.875,59.7775,4.0
443048,RU,Самара 48,Самарская Область,65.0,,,,,52.1167,36.7833,1.0
143960,RU,Реутов,Московская Область,47.0,,,,,55.7594,37.8617,4.0
143980,RU,Железнодорожный,Московская Область,47.0,,,,,55.7503,38.0042,4.0
416345,RU,Камызяк 5,Астраханская Область,7.0,КАМЫЗЯКСКИЙ РАЙОН,,,,46.1133,48.0719,1.0
399336,RU,Бреславка,Липецкая Область,43.0,УСМАНСКИЙ РАЙОН,,,,52.2167,39.9167,4.0
410042,RU,Саратов 42,Саратовская Область,67.0,,,,,51.9843,48.6775,1.0
141551,RU,Андреевка,Московская Область,47.0,СОЛНЕЧНОГОРСКИЙ РАЙОН,,,,54.8309,36.0138,4.0
454084,RU,Челябинск 84,Челябинская Область,13.0,,,,,55.1544,61.4297,1.0
664049,RU,Иркутск 49,Иркутская Область,20.0,,,,,52.2978,104.2964,1.0
111402,RU,Москва 402,Москва,48.0,,,,,55.752,37.615,1.0
236038,RU,Калининград 38,Калининградская Область,23.0,,,,,54.7065,20.511,1.0
606037,RU,Дзержинск 37,Нижегородская Область,51.0,,,,,56.074,43.5879,1.0
665726,RU,Братск 26,Иркутская Область,20.0,,,,,55.7956,100.9361,1.0
191040,RU,Санкт-Петербург 40,Санкт-Петербург,66.0,,,,,59.9321,30.1968,1.0
456572,RU,Каратабан,Челябинская Область,13.0,ЕТКУЛЬСКИЙ РАЙОН,,,,54.6803,61.6953,4.0
452323,RU,Дюртюли 3,Башкортостан Республика,8.0,,,,,55.4033,55.0597,1.0
620000,RU,Екатеринбург,Свердловская Область,71.0,,,,,56.8575,60.6125,4.0
453434,RU,Благовещенск 4,Башкортостан Республика,8.0,,,,,55.1275,56.3126,1.0
399456,RU,Приозерное,Липецкая Область,43.0,ДОБРИНСКИЙ РАЙОН,,,,52.0176,40.4486,1.0
399840,RU,Требунки,Липецкая Область,43.0,ДАНКОВСКИЙ РАЙОН,,,,53.3094,39.1283,4.0
309250,,,,,,,,,,,
450024,RU,Уфа 24,Башкортостан Республика,8.0,,,,,56.5094,87.2742,1.0
634061,RU,Томск 61,Томская Область,75.0,,,,,56.5,84.9667,1.0
450591,RU,Чесноковка,Башкортостан Республика,8.0,УФИМСКИЙ РАЙОН,,,,54.6167,55.9333,4.0
443065,RU,Самара 65,Самарская Область,65.0,,,,,52.1167,36.7833,1.0
141007,RU,Мытищи 7,Московская Область,47.0,,,,,55.9089,37.7339,1.0
450047,RU,Уфа 47,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
606415,,,,,,,,,,,
628186,RU,Нягань 6,Тюменская Область,78.0,,,,,62.1406,65.3936,1.0
628605,RU,Нижневартовск 5,Тюменская Область,78.0,,,,,60.9333,76.5667,1.0
356883,RU,Нефтекумск 3,Ставропольский Край,70.0,НЕФТЕКУМСКИЙ РАЙОН,,,,44.6667,44.9167,1.0
665009,RU,Тайшет 9,Иркутская Область,20.0,,,,,55.9269,97.9933,1.0
446022,RU,Сызрань 22,Самарская Область,65.0,,,,,53.4758,48.9222,1.0
652000,,,,,,,,,,,
109462,RU,Москва 462,Москва,48.0,,,,,55.7522,37.6156,1.0
624983,RU,Серов 3,Свердловская Область,71.0,,,,,59.4833,60.5167,1.0
461630,RU,Бугуруслан,Оренбургская Область,55.0,,,,,53.65,52.4333,4.0
160004,RU,Вологда 4,Вологодская Область,85.0,,,,,59.2167,39.9,1.0
350020,RU,Краснодар 20,Краснодарский Край,38.0,,,,,46.6819,39.2004,1.0
413270,RU,Ровное,Саратовская Область,67.0,РОВЕНСКИЙ РАЙОН,,,,50.7667,46.05,4.0
450511,RU,Михайловка,Башкортостан Республика,8.0,УФИМСКИЙ РАЙОН,,,,54.8,55.9,4.0
390029,RU,Рязань 29,Рязанская Область,62.0,,,,,54.6197,39.74,1.0
249010,RU,Боровск,Калужская Область,25.0,БОРОВСКИЙ РАЙОН,,,,55.2064,36.4861,4.0
142409,RU,Ногинск 9,Московская Область,47.0,,,,,55.8536,38.4411,1.0
398513,RU,Частая Дубрава,Липецкая Область,43.0,ЛИПЕЦКИЙ РАЙОН,,,,52.5456,39.2728,4.0
353780,RU,Калининская,Краснодарский Край,38.0,КАЛИНИНСКИЙ РАЙОН,,,,45.4822,38.6628,4.0
640014,RU,Курган 14,Курганская Область,40.0,,,,,55.45,65.3333,1.0
681007,RU,Комсомольск-На-Амуре 7,Хабаровский Край,30.0,,,,,50.552,137.0152,1.0
623300,RU,Красноуфимск,Свердловская Область,71.0,,,,,56.6047,57.7558,4.0
188480,RU,Кингисепп,Ленинградская Область,42.0,,,,,59.3667,28.6,4.0
446570,RU,Исаклы,Самарская Область,65.0,ИСАКЛИНСКИЙ РАЙОН,,,,54.1333,51.5333,4.0
360004,RU,Нальчик 4,Кабардино-Балкарская Республика,22.0,,,,,43.5017,43.6147,1.0
422750,RU,Большая Атня,Татарстан Республика,73.0,АТНИНСКИЙ РАЙОН,,,,56.1544,49.4597,1.0
412861,RU,Лысые Горы 1,Саратовская Область,67.0,ЛЫСОГОРСКИЙ РАЙОН,,,,51.4333,45.8522,1.0
162682,RU,Абаканово,Вологодская Область,85.0,ЧЕРЕПОВЕЦКИЙ РАЙОН,,,,59.3,37.65,4.0
215713,RU,Дорогобуж 3,Смоленская Область,69.0,ДОРОГОБУЖСКИЙ РАЙОН,,,,55.1167,33.25,1.0
620090,RU,Екатеринбург 90,Свердловская Область,71.0,,,,,56.8575,60.6125,1.0
385000,RU,Майкоп,Адыгея Республика,1.0,,,,,44.8802,40.2166,1.0
606500,RU,Городец,Нижегородская Область,51.0,,,,,56.6514,43.475,4.0
601800,RU,Юрьев-Польский,Владимирская Область,83.0,ЮРЬЕВ-ПОЛЬСКИЙ РАЙОН,,,,56.5,39.6833,4.0
398902,RU,Сырский,Липецкая Область,43.0,,,,,52.5658,39.5181,4.0
450044,RU,Уфа 44,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
628116,RU,Каменное,Тюменская Область,78.0,ОКТЯБРЬСКИЙ РАЙОН,,,,61.8636,65.7858,1.0
364024,RU,Грозный 24,Чеченская Республика,12.0,,,,,43.3083,45.7003,1.0
443112,RU,Самара 112,Самарская Область,65.0,,,,,53.3796,47.742,1.0
129337,RU,Москва 337,Москва,48.0,,,,,55.7522,37.6156,1.0
674673,RU,Краснокаменск 3,Читинская Область,,,,,,50.05,118.0167,1.0
623311,RU,Сарана,Свердловская Область,71.0,КРАСНОУФИМСКИЙ РАЙОН,,,,56.4764,57.7242,4.0
303410,RU,Колпны,Орловская Область,56.0,КОЛПНЯНСКИЙ РАЙОН,,,,52.2214,37.0314,4.0
346270,RU,Вешенская,Ростовская Область,61.0,ШОЛОХОВСКИЙ РАЙОН,,,,49.6283,41.7214,4.0
197348,RU,Санкт-Петербург 348,Санкт-Петербург,66.0,,,,,60.1256,29.8764,1.0
117041,,,,,,,,,,,
393700,RU,Первомайский,Тамбовская Область,72.0,ПЕРВОМАЙСКИЙ РАЙОН,,,,53.0773,40.4718,1.0
446250,RU,Безенчук,Самарская Область,65.0,БЕЗЕНЧУКСКИЙ РАЙОН,,,,52.98,49.42,4.0
127247,RU,Москва 247,Москва,48.0,,,,,55.7522,37.6156,1.0
432062,,,,,,,,,,,
665733,,,,,,,,,,,
452205,RU,Тузлукушево,Башкортостан Республика,8.0,ЧЕКМАГУШЕВСКИЙ РАЙОН,,,,55.1983,54.8239,4.0
307030,RU,Медвенка,Курская Область,41.0,МЕДВЕНСКИЙ РАЙОН,,,,51.4192,36.1122,4.0
656053,RU,Барнаул 53,Алтайский Край,4.0,,,,,54.27,80.6233,1.0
302507,RU,Хардикова,Орловская Область,56.0,ОРЛОВСКИЙ РАЙОН,,,,51.7164,35.9592,4.0
144006,RU,Электросталь 6,Московская Область,47.0,,,,,55.7919,38.4422,1.0
307490,RU,Теткино,Курская Область,41.0,ГЛУШКОВСКИЙ РАЙОН,,,,51.2789,34.285,4.0
603124,RU,Нижний Новгород 124,Нижегородская Область,51.0,,,,,56.2358,41.9569,1.0
127490,RU,Москва 490,Москва,48.0,,,,,55.7522,37.6156,1.0
443530,RU,Дубовый Умет,Самарская Область,65.0,ВОЛЖСКИЙ РАЙОН,,,,52.9667,50.3,4.0
426050,RU,Ижевск 50,Удмуртская Республика,80.0,,,,,56.85,53.2333,1.0
461780,RU,Пономаревка,Оренбургская Область,55.0,ПОНОМАРЕВСКИЙ РАЙОН,,,,54.3706,62.6211,1.0
658421,RU,Горняк 1,Алтайский Край,4.0,ЛОКТЕВСКИЙ РАЙОН,,,,50.9942,81.4661,1.0
350087,RU,Краснодар 87,Краснодарский Край,38.0,,,,,49.8944,40.2575,1.0
309275,RU,Червона Дибровка,Белгородская Область,9.0,ШЕБЕКИНСКИЙ РАЙОН,,,,50.5722,37.2354,1.0
111673,RU,Москва 673,Москва,48.0,,,,,55.752,37.615,1.0
453204,RU,Ишимбай 4,Башкортостан Республика,8.0,,,,,53.4556,56.0358,1.0
665902,RU,Слюдянка 2,Иркутская Область,20.0,СЛЮДЯНСКИЙ РАЙОН,,,,51.6594,103.7061,1.0
399171,RU,Кореневщино,Липецкая Область,43.0,ДОБРОВСКИЙ РАЙОН,,,,52.8646,40.0127,1.0
454108,RU,Челябинск 108,Челябинская Область,13.0,,,,,55.2626,61.4483,1.0
680025,RU,Хабаровск 25,Хабаровский Край,30.0,,,,,48.4808,135.0928,1.0
198332,RU,Санкт-Петербург 332,Санкт-Петербург,66.0,,,,,59.885,29.8958,1.0
350040,RU,Краснодар 40,Краснодарский Край,38.0,,,,,46.6819,39.2004,1.0
344065,RU,Ростов-На-Дону 65,Ростовская Область,61.0,,,,,47.2364,39.7139,1.0
123098,RU,Москва 98,Москва,48.0,,,,,55.7522,37.6156,1.0
142103,RU,Подольск 3,Московская Область,47.0,,,,,55.4311,37.5461,1.0
624632,RU,Заря,Свердловская Область,71.0,АЛАПАЕВСКИЙ РАЙОН,,,,56.7197,57.9622,4.0
199397,RU,Санкт-Петербург 397,Санкт-Петербург,66.0,,,,,59.9321,30.1968,1.0
660125,RU,Красноярск 125,Красноярский Край,91.0,,,,,58.1708,109.0781,1.0
461800,RU,Грачевка,Оренбургская Область,55.0,ГРАЧЕВСКИЙ РАЙОН,,,,53.1667,51.1,4.0
450051,RU,Уфа 51,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
162699,RU,Климовское,Вологодская Область,85.0,ЧЕРЕПОВЕЦКИЙ РАЙОН,,,,54.5484,37.9736,4.0
353000,RU,Калниболотская,Краснодарский Край,38.0,НОВОПОКРОВСКИЙ РАЙОН,,,,46.0075,40.4494,4.0
620092,RU,Екатеринбург 92,Свердловская Область,71.0,,,,,56.8575,60.6125,1.0
446281,RU,Августовка,Самарская Область,65.0,БОЛЬШЕЧЕРНИГОВСКИЙ РАЙОН,,,,52.25,50.73,4.0
450099,RU,Уфа 99,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
164898,RU,Шаста,Архангельская Область,6.0,ОНЕЖСКИЙ РАЙОН,,,,64.2667,44.2667,4.0
446436,RU,Кинель 6,Самарская Область,65.0,,,,,53.2333,50.65,1.0
119526,RU,Москва 526,Москва,48.0,,,,,55.7522,37.6156,1.0
456576,RU,Коелга,Челябинская Область,13.0,ЕТКУЛЬСКИЙ РАЙОН,,,,54.6514,60.9003,4.0
620110,RU,Екатеринбург 110,Свердловская Область,71.0,,,,,56.8263,60.5388,1.0
450017,RU,Уфа 17,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
195221,RU,Санкт-Петербург 221,Санкт-Петербург,66.0,,,,,59.9321,30.1968,1.0
694033,RU,Таранай,Сахалинская Область,64.0,АНИВСКИЙ РАЙОН,,,,46.6289,142.4352,4.0
660012,RU,Красноярск 12,Красноярский Край,91.0,,,,,56.399,92.4783,1.0
443035,RU,Самара 35,Самарская Область,65.0,,,,,52.1167,36.7833,1.0
630136,RU,Новосибирск 136,Новосибирская Область,53.0,,,,,54.849,83.1072,1.0
450030,RU,Уфа 30,Башкортостан Республика,8.0,,,,,56.2353,68.7697,1.0
628601,RU,Нижневартовск 1,Тюменская Область,78.0,,,,,60.9333,76.5667,1.0
306028,RU,Солнечный,Курская Область,41.0,ЗОЛОТУХИНСКИЙ РАЙОН,,,,51.486,47.4895,4.0
427585,RU,Кабалуд,Удмуртская Республика,80.0,КЕЗСКИЙ РАЙОН,,,,57.9219,53.8714,4.0
165680,RU,Ильинско-Подомское,Архангельская Область,6.0,ВИЛЕГОДСКИЙ РАЙОН,,,,61.1144,47.9786,4.0
398531,RU,Ленино,Липецкая Область,43.0,ЛИПЕЦКИЙ РАЙОН,,,,52.5175,39.5039,4.0
156016,RU,Кострома 16,Костромская Область,37.0,,,,,55.2333,57.6,1.0
453431,RU,Благовещенск 1,Башкортостан Республика,8.0,,,,,55.1275,56.3126,1.0
634059,RU,Томск 59,Томская Область,75.0,,,,,56.5,84.9667,1.0
111398,RU,Москва 398,Москва,48.0,,,,,55.752,37.615,1.0
109369,RU,Москва 369,Москва,48.0,,,,,55.7522,37.6156,1.0
429290,RU,Янтиково,Чувашская Республика,16.0,ЯНТИКОВСКИЙ РАЙОН,,,,55.5225,47.7747,4.0
352829,RU,Цыпка,Краснодарский Край,38.0,ТУАПСИНСКИЙ РАЙОН,,,,44.228,39.2204,1.0
692913,RU,Находка 13,Приморский Край,59.0,,,,,43.2843,133.2539,1.0
623750,RU,Реж,Свердловская Область,71.0,,,,,57.3689,61.4031,4.0
660130,RU,Красноярск 130,Красноярский Край,91.0,,,,,58.1708,109.0781,1.0
169316,RU,Ухта 16,Коми Республика,34.0,,,,,63.0795,53.3796,1.0
369000,RU,Черкесск,Карачаево-Черкесская Республика,27.0,,,,,44.2233,42.0578,4.0
671353,RU,Саган-Нур,Бурятия Республика,11.0,МУХОРШИБИРСКИЙ РАЙОН,,,,51.5505,107.1902,1.0
652427,RU,Березовский 7,Кемеровская Область,29.0,,,,,55.6,86.2,1.0
162560,RU,Шексна,Вологодская Область,85.0,ШЕКСНИНСКИЙ РАЙОН,,,,59.2167,38.5,4.0
161100,RU,Кириллов,Вологодская Область,85.0,КИРИЛЛОВСКИЙ РАЙОН,,,,59.8667,38.3833,4.0
302030,RU,Орел 30,Орловская Область,56.0,,,,,53.0747,36.2468,1.0
140126,RU,Ивановка,Московская Область,47.0,РАМЕНСКИЙ РАЙОН,,,,52.9378,34.9925,4.0
169840,RU,Инта,Коми Республика,34.0,,,,,66.0833,60.1333,4.0
153013,RU,Иваново 13,Ивановская Область,21.0,,,,,56.5053,42.2187,1.0
192283,RU,Санкт-Петербург 283,Санкт-Петербург,66.0,,,,,59.9321,30.1968,1.0
399430,RU,Добринка,Липецкая Область,43.0,ДОБРИНСКИЙ РАЙОН,,,,52.1653,40.4731,4.0
450521,RU,Русский Юрмаш,Башкортостан Республика,8.0,УФИМСКИЙ РАЙОН,,,,54.7025,56.2392,4.0
431735,RU,Марьяновка,Мордовия Республика,46.0,БОЛЬШЕБЕРЕЗНИКОВСКИЙ РАЙОН,,,,54.15,45.9,4.0
628630,RU,Покур,Тюменская Область,78.0,НИЖНЕВАРТОВСКИЙ РАЙОН,,,,61.0333,75.4333,4.0
620902,RU,Горный Щит,Свердловская Область,71.0,,,,,56.6892,60.52,4.0
123317,RU,Москва 317,Москва,48.0,,,,,55.7522,37.6156,1.0
624192,RU,Невьянск 2,Свердловская Область,71.0,,,,,57.336,60.1844,1.0
